226,0,18,hola,1.0,-1
226,1,8,asdasd,1.0,-1
232,0,8,asdasd,0.0,-1
232,1,16,eee,0.0,-1
233,0,8,asdasd,0.0,-1
233,1,2,aaa,0.0,-1
233,1,16,eee,0.0,-1
233,1,22,mama,0.0,-1
233,1,24,meme,0.0,-1
233,1,28,siete,0.0,-1
235,0,3,aaaa,0.0,-1
235,1,2,aaa,0.0,-1
235,1,11,caca,0.0,-1
235,1,16,eee,0.0,-1
235,1,24,meme,0.0,-1
235,1,25,perro,0.0,-1
235,1,26,queque,0.0,-1
236,0,4,adsadsad,1.0,-1
236,1,2,aaa,1.0,-1
236,1,11,caca,1.0,-1
236,1,16,eee,1.0,-1
236,1,24,meme,1.0,-1
236,1,25,perro,1.0,-1
236,1,26,queque,1.0,-1
237,0,3,aaaa,0.0,-1
237,1,2,aaa,0.0,-1
237,1,11,caca,0.0,-1
237,1,16,eee,0.0,-1
237,1,24,meme,0.0,-1
237,1,25,perro,0.0,-1
237,1,26,queque,0.0,-1
238,0,3,aaaa,0.0,-1
238,1,2,aaa,0.0,-1
238,1,11,caca,0.0,-1
238,1,16,eee,0.0,-1
238,1,24,meme,0.0,-1
238,1,25,perro,0.0,-1
238,1,26,queque,0.0,-1
239,0,3,aaaa,0.0,-1
239,1,2,aaa,0.0,-1
239,1,11,caca,0.0,-1
239,1,16,eee,0.0,-1
239,1,24,meme,0.0,-1
239,1,25,perro,0.0,-1
239,1,26,queque,0.0,-1
241,0,7,asd,0.0,-1
241,0,7,asd,0.0,-1
241,0,8,asdasd,0.0,-1
241,0,8,asdasd,0.0,-1
241,1,1,a,0.0,-1
241,1,6,as,0.0,-1
241,1,7,asd,0.0,-1
241,1,13,d,0.0,-1
241,1,15,das,0.0,-1
241,1,15,das,0.0,-1
241,1,15,das,0.0,-1
241,1,15,das,0.0,-1
242,0,6,as,0.0,-1
242,0,7,asd,0.0,-1
242,0,7,asd,0.0,-1
242,0,7,asd,0.0,-1
242,0,15,das,0.0,-1
242,0,15,das,0.0,-1
242,1,6,as,0.0,-1
242,1,7,asd,0.0,-1
242,1,7,asd,0.0,-1
242,1,7,asd,0.0,-1
242,1,14,da,0.0,-1
242,1,15,das,0.0,-1
242,1,27,s,0.0,-1
243,0,6,as,0.0,-1
243,0,7,asd,0.0,-1
243,0,7,asd,0.0,-1
243,0,7,asd,0.0,-1
243,0,15,das,0.0,-1
243,0,15,das,0.0,-1
243,1,6,as,0.0,-1
243,1,7,asd,0.0,-1
243,1,7,asd,0.0,-1
243,1,7,asd,0.0,-1
243,1,14,da,0.0,-1
243,1,15,das,0.0,-1
243,1,27,s,0.0,-1
244,0,6,as,0.0,-1
244,0,7,asd,0.0,-1
244,0,7,asd,0.0,-1
244,0,7,asd,0.0,-1
244,0,15,das,0.0,-1
244,0,15,das,0.0,-1
244,1,6,as,0.0,-1
244,1,7,asd,0.0,-1
244,1,7,asd,0.0,-1
244,1,7,asd,0.0,-1
244,1,14,da,0.0,-1
244,1,15,das,0.0,-1
244,1,27,s,0.0,-1
245,0,10,asmams,0.0,-1
245,1,2,aaa,0.0,-1
245,1,12,casa,0.0,-1
245,1,16,eee,0.0,-1
245,1,24,meme,0.0,-1
246,0,12,casa,0.0,-1
246,0,25,perro,0.0,-1
246,1,9,asl,0.0,-1
246,1,19,jolalala,0.0,-1
246,1,20,lasdlasdlasd,0.0,-1
248,0,1,a,1.0,-1
248,0,5,amama,1.0,-1
248,0,21,mam,1.0,-1
248,0,23,mamama,1.0,-1
248,0,24,meme,1.0,-1
248,1,2,aaa,1.0,-1
248,1,12,casa,1.0,-1
248,1,16,eee,3.0,-1
248,1,17,estas,1.0,-1
248,1,18,hola,1.0,-1
248,1,24,meme,1.0,-1
